Date,Close
2005-03-17,22.299999
2005-03-18,22.180000
2005-03-21,22.219999
2005-03-22,22.000000
2005-03-23,22.110001
2005-03-24,22.120001
2005-03-28,22.110001
2005-03-29,21.950001
2005-03-30,22.309999
2005-03-31,22.240000
2005-04-01,22.070000
2005-04-04,22.110001
2005-04-05,22.120001
2005-04-06,22.080000
2005-04-07,22.350000
2005-04-08,22.170000
2005-04-11,22.049999
2005-04-12,22.139999
2005-04-13,21.760000
2005-04-14,21.459999
2005-04-15,20.790001
2005-04-18,20.830000
2005-04-19,21.100000
2005-04-20,20.889999
2005-04-21,21.559999
2005-04-22,21.270000
2005-04-25,21.459999
2005-04-26,21.209999
2005-04-27,21.270000
2005-04-28,21.020000
2005-04-29,21.240000
2005-05-02,21.290001
2005-05-03,21.360001
2005-05-04,21.620001
2005-05-05,21.559999
2005-05-06,21.680000
2005-05-09,21.770000
2005-05-10,21.530001
2005-05-11,21.660000
2005-05-12,21.639999
2005-05-13,21.959999
2005-05-16,22.150000
2005-05-17,22.270000
2005-05-18,22.600000
2005-05-19,22.770000
2005-05-20,22.820000
2005-05-23,22.910000
2005-05-24,23.020000
2005-05-25,22.889999
2005-05-26,23.180000
2005-05-27,23.160000
2005-05-31,23.010000
2005-06-01,23.250000
2005-06-02,23.379999
2005-06-03,23.070000
2005-06-06,23.080000
2005-06-07,22.980000
2005-06-08,22.959999
2005-06-09,23.160000
2005-06-10,22.969999
2005-06-13,23.059999
2005-06-14,22.959999
2005-06-15,23.049999
2005-06-16,23.150000
2005-06-17,23.139999
2005-06-20,23.129999
2005-06-21,23.219999
2005-06-22,23.280001
2005-06-23,23.100000
2005-06-24,22.760000
2005-06-27,22.610001
2005-06-28,22.860001
2005-06-29,22.860001
2005-06-30,22.670000
2005-07-01,22.690001
2005-07-05,22.900000
2005-07-06,22.860001
2005-07-07,22.940001
2005-07-08,23.360001
2005-07-11,23.629999
2005-07-12,23.770000
2005-07-13,23.889999
2005-07-14,24.030001
2005-07-15,24.040001
2005-07-18,23.910000
2005-07-19,24.330000
2005-07-20,24.320000
2005-07-21,24.129999
2005-07-22,24.080000
2005-07-25,23.959999
2005-07-26,24.070000
2005-07-27,24.170000
2005-07-28,24.190001
2005-07-29,24.040001
2005-08-01,24.100000
2005-08-02,24.389999
2005-08-03,24.459999
2005-08-04,24.209999
2005-08-05,24.139999
2005-08-08,24.000000
2005-08-09,24.139999
2005-08-10,23.850000
2005-08-11,24.040001
2005-08-12,23.790001
2005-08-15,23.940001
2005-08-16,23.629999
2005-08-17,23.870001
2005-08-18,23.719999
2005-08-19,23.709999
2005-08-22,23.780001
2005-08-23,23.760000
2005-08-24,23.660000
2005-08-25,23.709999
2005-08-26,23.610001
2005-08-29,23.780001
2005-08-30,23.740000
2005-08-31,23.930000
2005-09-01,23.840000
2005-09-02,23.780001
2005-09-06,24.090000
2005-09-07,24.139999
2005-09-08,24.190001
2005-09-09,24.270000
2005-09-12,24.330000
2005-09-13,24.330000
2005-09-14,24.090000
2005-09-15,23.990000
2005-09-16,24.150000
2005-09-19,23.990000
2005-09-20,23.870001
2005-09-21,23.580000
2005-09-22,23.600000
2005-09-23,23.680000
2005-09-26,23.660000
2005-09-27,23.559999
2005-09-28,23.650000
2005-09-29,23.950001
2005-09-30,24.110001
2005-10-03,24.150000
2005-10-04,23.889999
2005-10-05,23.510000
2005-10-06,23.309999
2005-10-07,23.379999
2005-10-10,23.170000
2005-10-11,23.030001
2005-10-12,22.850000
2005-10-13,23.000000
2005-10-14,23.120001
2005-10-17,23.160000
2005-10-18,23.080000
2005-10-19,23.400000
2005-10-20,23.230000
2005-10-21,23.410000
2005-10-24,23.719999
2005-10-25,23.549999
2005-10-26,23.490000
2005-10-27,23.160000
2005-10-28,23.370001
2005-10-31,23.719999
2005-11-01,23.629999
2005-11-02,23.930000
2005-11-03,24.200001
2005-11-04,24.330000
2005-11-07,24.450001
2005-11-08,24.379999
2005-11-09,24.389999
2005-11-10,24.570000
2005-11-11,24.610001
2005-11-14,24.650000
2005-11-15,24.580000
2005-11-16,24.660000
2005-11-17,25.020000
2005-11-18,25.080000
2005-11-21,25.110001
2005-11-22,25.290001
2005-11-23,25.420000
2005-11-25,25.500000
2005-11-28,25.340000
2005-11-29,25.250000
2005-11-30,25.290001
2005-12-01,25.730000
2005-12-02,25.760000
2005-12-05,25.540001
2005-12-06,25.620001
2005-12-07,25.530001
2005-12-08,25.370001
2005-12-09,25.530001
2005-12-12,25.590000
2005-12-13,25.540001
2005-12-14,25.520000
2005-12-15,25.480000
2005-12-16,25.400000
2005-12-19,25.059999
2005-12-20,25.049999
2005-12-21,25.080000
2005-12-22,25.240000
2005-12-23,25.290001
2005-12-27,25.030001
2005-12-28,25.059999
2005-12-29,24.889999
2005-12-30,24.730000
2006-01-03,25.230000
2006-01-04,25.530001
2006-01-05,25.760000
2006-01-06,26.200001
2006-01-09,26.309999
2006-01-10,26.350000
2006-01-11,26.610001
2006-01-12,26.410000
2006-01-13,26.379999
2006-01-17,26.120001
2006-01-18,25.809999
2006-01-19,26.080000
2006-01-20,25.299999
2006-01-23,25.309999
2006-01-24,25.440001
2006-01-25,25.450001
2006-01-26,25.650000
2006-01-27,25.860001
2006-01-30,25.940001
2006-01-31,25.809999
2006-02-01,25.889999
2006-02-02,25.490000
2006-02-03,25.250000
2006-02-06,25.180000
2006-02-07,25.120001
2006-02-08,25.530001
2006-02-09,25.389999
2006-02-10,25.480000
2006-02-13,25.240000
2006-02-14,25.500000
2006-02-15,25.580000
2006-02-16,25.889999
2006-02-17,25.660000
2006-02-21,25.360001
2006-02-22,25.590000
2006-02-23,25.469999
2006-02-24,25.490000
2006-02-27,25.760000
2006-02-28,25.490000
2006-03-01,26.020000
2006-03-02,26.010000
2006-03-03,25.900000
2006-03-06,25.690001
2006-03-07,25.490000
2006-03-08,25.459999
2006-03-09,25.219999
2006-03-10,25.309999
2006-03-13,25.370001
2006-03-14,25.730000
2006-03-15,25.910000
2006-03-16,25.670000
2006-03-17,25.760000
2006-03-20,25.860001
2006-03-21,25.700001
2006-03-22,25.719999
2006-03-23,25.670000
2006-03-24,25.820000
2006-03-27,25.840000
2006-03-28,25.629999
2006-03-29,26.070000
2006-03-30,26.129999
2006-03-31,26.040001
2006-04-03,26.139999
2006-04-04,26.230000
2006-04-05,26.490000
2006-04-06,26.540001
2006-04-07,26.240000
2006-04-10,26.129999
2006-04-11,25.920000
2006-04-12,25.940001
2006-04-13,26.049999
2006-04-17,25.809999
2006-04-18,26.350000
2006-04-19,26.400000
2006-04-20,26.440001
2006-04-21,26.180000
2006-04-24,26.070000
2006-04-25,26.070000
2006-04-26,26.150000
2006-04-27,26.330000
2006-04-28,25.830000
2006-05-01,25.660000
2006-05-02,25.719999
2006-05-03,25.680000
2006-05-04,25.860001
2006-05-05,26.020000
2006-05-08,26.030001
2006-05-09,25.910000
2006-05-10,25.610001
2006-05-11,24.990000
2006-05-12,24.770000
2006-05-15,24.700001
2006-05-16,24.490000
2006-05-17,24.200001
2006-05-18,24.059999
2006-05-19,24.219999
2006-05-22,24.020000
2006-05-23,23.809999
2006-05-24,24.010000
2006-05-25,24.270000
2006-05-26,24.370001
2006-05-30,23.850000
2006-05-31,23.959999
2006-06-01,24.400000
2006-06-02,24.320000
2006-06-05,23.820000
2006-06-06,23.760000
2006-06-07,23.480000
2006-06-08,23.320000
2006-06-09,23.219999
2006-06-12,22.709999
2006-06-13,22.610001
2006-06-14,22.830000
2006-06-15,23.490000
2006-06-16,23.370001
2006-06-19,23.260000
2006-06-20,23.200001
2006-06-21,23.620001
2006-06-22,23.330000
2006-06-23,23.250000
2006-06-26,23.360001
2006-06-27,22.990000
2006-06-28,23.080000
2006-06-29,23.750000
2006-06-30,23.600000
2006-07-03,23.860001
2006-07-05,23.430000
2006-07-06,23.440001
2006-07-07,23.120001
2006-07-10,22.809999
2006-07-11,22.969999
2006-07-12,22.480000
2006-07-13,22.120001
2006-07-14,22.040001
2006-07-17,22.090000
2006-07-18,22.150000
2006-07-19,22.500000
2006-07-20,22.139999
2006-07-21,21.790001
2006-07-24,22.200001
2006-07-25,22.340000
2006-07-26,22.340000
2006-07-27,22.230000
2006-07-28,22.700001
2006-07-31,22.670000
2006-08-01,22.290001
2006-08-02,22.500000
2006-08-03,22.690001
2006-08-04,22.600000
2006-08-07,22.480000
2006-08-08,22.400000
2006-08-09,22.549999
2006-08-10,22.700001
2006-08-11,22.490000
2006-08-14,22.730000
2006-08-15,23.350000
2006-08-16,23.850000
2006-08-17,23.940001
2006-08-18,24.059999
2006-08-21,23.820000
2006-08-22,23.820000
2006-08-23,23.680000
2006-08-24,23.760000
2006-08-25,23.799999
2006-08-28,24.049999
2006-08-29,24.230000
2006-08-30,24.469999
2006-08-31,24.400000
2006-09-01,24.469999
2006-09-05,24.590000
2006-09-06,24.100000
2006-09-07,23.950001
2006-09-08,24.180000
2006-09-11,24.379999
2006-09-12,24.879999
2006-09-13,24.930000
2006-09-14,24.990000
2006-09-15,25.049999
2006-09-18,25.070000
2006-09-19,24.889999
2006-09-20,25.299999
2006-09-21,25.020000
2006-09-22,24.820000
2006-09-25,25.230000
2006-09-26,25.400000
2006-09-27,25.320000
2006-09-28,25.469999
2006-09-29,25.320000
2006-10-02,25.180000
2006-10-03,25.209999
2006-10-04,25.690001
2006-10-05,25.730000
2006-10-06,25.660000
2006-10-09,25.760000
2006-10-10,25.770000
2006-10-11,25.780001
2006-10-12,26.170000
2006-10-13,26.379999
2006-10-16,26.440001
2006-10-17,26.180000
2006-10-18,26.049999
2006-10-19,26.070000
2006-10-20,26.139999
2006-10-23,26.309999
2006-10-24,26.120001
2006-10-25,26.340000
2006-10-26,26.480000
2006-10-27,26.049999
2006-10-30,26.270000
2006-10-31,26.330000
2006-11-01,26.059999
2006-11-02,26.059999
2006-11-03,26.000000
2006-11-06,26.360001
2006-11-07,26.450001
2006-11-08,26.520000
2006-11-09,26.559999
2006-11-10,26.690001
2006-11-13,26.930000
2006-11-14,27.270000
2006-11-15,27.330000
2006-11-16,27.469999
2006-11-17,27.400000
2006-11-20,27.459999
2006-11-21,27.459999
2006-11-22,27.690001
2006-11-24,27.620001
2006-11-27,26.920000
2006-11-28,27.020000
2006-11-29,27.170000
2006-11-30,27.209999
2006-12-01,26.969999
2006-12-04,27.360001
2006-12-05,27.410000
2006-12-06,27.290001
2006-12-07,27.049999
2006-12-08,27.139999
2006-12-11,27.180000
2006-12-12,27.049999
2006-12-13,27.059999
2006-12-14,27.350000
2006-12-15,27.320000
2006-12-18,27.120001
2006-12-19,27.040001
2006-12-20,27.049999
2006-12-21,26.870001
2006-12-22,26.660000
2006-12-26,26.820000
2006-12-27,27.020000
2006-12-28,26.959999
2006-12-29,26.879999
2007-01-03,26.959999
2007-01-04,27.420000
2007-01-05,27.209999
2007-01-08,27.280001
2007-01-09,27.389999
2007-01-10,27.570000
2007-01-11,27.809999
2007-01-12,27.950001
2007-01-16,27.840000
2007-01-17,27.540001
2007-01-18,27.000000
2007-01-19,27.010000
2007-01-22,26.780001
2007-01-23,26.750000
2007-01-24,27.230000
2007-01-25,26.950001
2007-01-26,27.010000
2007-01-29,27.049999
2007-01-30,27.180000
2007-01-31,27.320000
2007-02-01,27.280001
2007-02-02,27.350000
2007-02-05,27.340000
2007-02-06,27.290001
2007-02-07,27.530001
2007-02-08,27.549999
2007-02-09,27.209999
2007-02-12,27.100000
2007-02-13,27.200001
2007-02-14,27.570000
2007-02-15,27.690001
2007-02-16,27.620001
2007-02-20,27.760000
2007-02-21,27.730000
2007-02-22,27.850000
2007-02-23,27.780001
2007-02-26,27.660000
2007-02-27,26.590000
2007-02-28,26.680000
2007-03-01,26.590000
2007-03-02,26.160000
2007-03-05,26.000000
2007-03-06,26.500000
2007-03-07,26.360001
2007-03-08,26.480000
2007-03-09,26.480000
2007-03-12,26.709999
2007-03-13,26.180000
2007-03-14,26.490000
2007-03-15,26.500000
2007-03-16,26.459999
2007-03-19,26.650000
2007-03-20,26.790001
2007-03-21,27.309999
2007-03-22,27.190001
2007-03-23,27.150000
2007-03-26,27.270000
2007-03-27,27.100000
2007-03-28,26.879999
2007-03-29,26.830000
2007-03-30,26.840000
2007-04-02,26.920000
2007-04-03,27.209999
2007-04-04,27.360001
2007-04-05,27.490000
2007-04-09,27.440001
2007-04-10,27.500000
2007-04-11,27.270000
2007-04-12,27.490000
2007-04-13,27.559999
2007-04-16,27.799999
2007-04-17,27.860001
2007-04-18,27.790001
2007-04-19,27.760000
2007-04-20,27.969999
2007-04-23,27.889999
2007-04-24,28.080000
2007-04-25,28.330000
2007-04-26,28.400000
2007-04-27,28.469999
2007-04-30,28.150000
2007-05-01,28.260000
2007-05-02,28.480000
2007-05-03,28.650000
2007-05-04,28.740000
2007-05-07,28.740000
2007-05-08,28.860001
2007-05-09,28.920000
2007-05-10,28.570000
2007-05-11,28.930000
2007-05-14,28.770000
2007-05-15,28.549999
2007-05-16,28.830000
2007-05-17,28.740000
2007-05-18,28.959999
2007-05-21,29.110001
2007-05-22,29.190001
2007-05-23,28.959999
2007-05-24,28.459999
2007-05-25,28.730000
2007-05-29,28.920000
2007-05-30,29.160000
2007-05-31,29.309999
2007-06-01,29.370001
2007-06-04,29.450001
2007-06-05,29.389999
2007-06-06,29.110001
2007-06-07,28.610001
2007-06-08,29.049999
2007-06-11,28.990000
2007-06-12,28.750000
2007-06-13,29.129999
2007-06-14,29.340000
2007-06-15,29.620001
2007-06-18,29.690001
2007-06-19,29.690001
2007-06-20,29.400000
2007-06-21,29.730000
2007-06-22,29.389999
2007-06-25,29.280001
2007-06-26,29.230000
2007-06-27,29.580000
2007-06-28,29.580000
2007-06-29,29.480000
2007-07-02,29.719999
2007-07-03,29.920000
2007-07-05,30.100000
2007-07-06,30.200001
2007-07-09,30.200001
2007-07-10,29.950001
2007-07-11,30.100000
2007-07-12,30.740000
2007-07-13,30.719999
2007-07-16,30.750000
2007-07-17,30.980000
2007-07-18,30.760000
2007-07-19,31.160000
2007-07-20,30.850000
2007-07-23,30.940001
2007-07-24,30.440001
2007-07-25,30.450001
2007-07-26,30.000000
2007-07-27,29.510000
2007-07-30,29.700001
2007-07-31,29.200001
2007-08-01,29.459999
2007-08-02,29.730000
2007-08-03,29.000000
2007-08-06,29.389999
2007-08-07,29.379999
2007-08-08,29.900000
2007-08-09,29.160000
2007-08-10,29.180000
2007-08-13,29.309999
2007-08-14,28.830000
2007-08-15,28.330000
2007-08-16,28.120001
2007-08-17,28.690001
2007-08-20,28.709999
2007-08-21,28.820000
2007-08-22,29.150000
2007-08-23,29.170000
2007-08-24,29.580000
2007-08-27,29.379999
2007-08-28,28.740000
2007-08-29,29.500000
2007-08-30,29.590000
2007-08-31,29.950001
2007-09-04,30.400000
2007-09-05,30.139999
2007-09-06,30.230000
2007-09-07,29.629999
2007-09-10,29.620001
2007-09-11,30.049999
2007-09-12,29.879999
2007-09-13,29.889999
2007-09-14,29.830000
2007-09-17,29.660000
2007-09-18,30.299999
2007-09-19,30.420000
2007-09-20,30.430000
2007-09-21,30.629999
2007-09-24,30.660000
2007-09-25,30.950001
2007-09-26,31.030001
2007-09-27,31.100000
2007-09-28,31.049999
2007-10-01,31.500000
2007-10-02,31.530001
2007-10-03,31.260000
2007-10-04,31.240000
2007-10-05,31.650000
2007-10-08,31.850000
2007-10-09,32.020000
2007-10-10,32.139999
2007-10-11,31.700001
2007-10-12,32.090000
2007-10-15,31.850000
2007-10-16,31.730000
2007-10-17,32.160000
2007-10-18,32.220001
2007-10-19,31.379999
2007-10-22,31.690001
2007-10-23,32.099998
2007-10-24,31.730000
2007-10-25,31.549999
2007-10-26,32.259998
2007-10-29,32.419998
2007-10-30,32.549999
2007-10-31,33.130001
2007-11-01,32.560001
2007-11-02,32.810001
2007-11-05,32.660000
2007-11-06,32.980000
2007-11-07,32.150002
2007-11-08,31.059999
2007-11-09,30.129999
2007-11-12,29.690001
2007-11-13,30.799999
2007-11-14,30.379999
2007-11-15,30.139999
2007-11-16,30.490000
2007-11-19,29.990000
2007-11-20,30.070000
2007-11-21,29.650000
2007-11-23,30.020000
2007-11-26,29.330000
2007-11-27,29.760000
2007-11-28,30.690001
2007-11-29,30.790001
2007-11-30,30.500000
2007-12-03,30.219999
2007-12-04,30.129999
2007-12-05,30.870001
2007-12-06,31.320000
2007-12-07,31.280001
2007-12-10,31.480000
2007-12-11,30.850000
2007-12-12,31.150000
2007-12-13,31.090000
2007-12-14,30.719999
2007-12-17,30.080000
2007-12-18,30.250000
2007-12-19,30.330000
2007-12-20,30.840000
2007-12-21,31.309999
2007-12-24,31.580000
2007-12-26,31.650000
2007-12-27,31.120001
2007-12-28,31.150000
2007-12-31,30.809999
2008-01-02,30.170000
2008-01-03,30.080000
2008-01-04,28.740000
2008-01-07,28.500000
2008-01-08,27.709999
2008-01-09,28.219999
2008-01-10,28.330000
2008-01-11,27.719999
2008-01-14,28.400000
2008-01-15,27.730000
2008-01-16,27.240000
2008-01-17,26.750000
2008-01-18,26.840000
2008-01-22,26.100000
2008-01-23,26.129999
2008-01-24,26.900000
2008-01-25,26.480000
2008-01-28,26.600000
2008-01-29,26.620001
2008-01-30,26.610001
2008-01-31,26.980000
2008-02-01,27.280001
2008-02-04,26.870001
2008-02-05,26.070000
2008-02-06,25.709999
2008-02-07,25.680000
2008-02-08,25.980000
2008-02-11,26.260000
2008-02-12,26.240000
2008-02-13,26.879999
2008-02-14,26.330000
2008-02-15,26.180000
2008-02-19,25.940001
2008-02-20,26.350000
2008-02-21,26.100000
2008-02-22,26.139999
2008-02-25,26.360001
2008-02-26,26.620001
2008-02-27,26.820000
2008-02-28,26.559999
2008-02-29,25.920000
2008-03-03,25.760000
2008-03-04,25.850000
2008-03-05,26.059999
2008-03-06,25.549999
2008-03-07,25.530001
2008-03-10,25.240000
2008-03-11,26.120001
2008-03-12,26.000000
2008-03-13,26.090000
2008-03-14,25.530001
2008-03-17,25.340000
2008-03-18,26.389999
2008-03-19,25.660000
2008-03-20,26.120001
2008-03-24,26.850000
2008-03-25,26.910000
2008-03-26,26.639999
2008-03-27,26.040001
2008-03-28,25.920000
2008-03-31,26.090000
2008-04-01,26.990000
2008-04-02,26.900000
2008-04-03,26.969999
2008-04-04,27.030001
2008-04-07,26.940001
2008-04-08,26.719999
2008-04-09,26.590000
2008-04-10,26.990000
2008-04-11,26.219999
2008-04-14,26.090000
2008-04-15,26.110001
2008-04-16,26.900000
2008-04-17,26.920000
2008-04-18,27.760000
2008-04-21,27.969999
2008-04-22,27.600000
2008-04-23,27.969999
2008-04-24,28.320000
2008-04-25,28.070000
2008-04-28,27.990000
2008-04-29,28.170000
2008-04-30,27.959999
2008-05-01,28.840000
2008-05-02,28.770000
2008-05-05,28.620001
2008-05-06,28.910000
2008-05-07,28.510000
2008-05-08,28.690001
2008-05-09,28.570000
2008-05-12,28.930000
2008-05-13,28.990000
2008-05-14,29.100000
2008-05-15,29.660000
2008-05-16,29.670000
2008-05-19,29.520000
2008-05-20,29.120001
2008-05-21,28.610001
2008-05-22,28.750000
2008-05-23,28.570000
2008-05-27,29.100000
2008-05-28,29.240000
2008-05-29,29.480000
2008-05-30,29.690001
2008-06-02,29.280001
2008-06-03,29.180000
2008-06-04,29.430000
2008-06-05,29.950001
2008-06-06,29.110001
2008-06-09,29.010000
2008-06-10,28.889999
2008-06-11,28.209999
2008-06-12,28.410000
2008-06-13,29.000000
2008-06-16,29.160000
2008-06-17,28.959999
2008-06-18,28.610001
2008-06-19,28.969999
2008-06-20,28.280001
2008-06-23,28.059999
2008-06-24,27.910000
2008-06-25,28.350000
2008-06-26,27.360001
2008-06-27,27.270000
2008-06-30,26.980000
2008-07-01,27.070000
2008-07-02,26.580000
2008-07-03,26.540001
2008-07-07,26.660000
2008-07-08,26.980000
2008-07-09,26.129999
2008-07-10,26.440001
2008-07-11,26.209999
2008-07-14,25.930000
2008-07-15,25.980000
2008-07-16,26.590000
2008-07-17,26.980000
2008-07-18,26.639999
2008-07-21,26.469999
2008-07-22,26.500000
2008-07-23,26.840000
2008-07-24,26.299999
2008-07-25,26.670000
2008-07-28,26.129999
2008-07-29,26.700001
2008-07-30,26.840000
2008-07-31,26.639999
2008-08-01,26.500000
2008-08-04,26.379999
2008-08-05,27.090000
2008-08-06,27.440001
2008-08-07,27.400000
2008-08-08,28.020000
2008-08-11,28.209999
2008-08-12,28.170000
2008-08-13,28.160000
2008-08-14,28.360001
2008-08-15,28.379999
2008-08-18,27.990000
2008-08-19,27.610001
2008-08-20,27.700001
2008-08-21,27.610001
2008-08-22,28.000000
2008-08-25,27.500000
2008-08-26,27.400000
2008-08-27,27.650000
2008-08-28,27.920000
2008-08-29,27.280001
2008-09-02,26.940001
2008-09-03,26.490000
2008-09-04,25.629999
2008-09-05,25.590000
2008-09-08,25.740000
2008-09-09,25.129999
2008-09-10,25.350000
2008-09-11,25.610001
2008-09-12,25.620001
2008-09-15,24.680000
2008-09-16,24.820000
